store_id,product_id,price,unit_price,best_price_30,anchor_price,special_price
S23,272248,6.00,12.00,6.00,,
S23,272249,6.50,13.00,6.50,,
S23,161887,6.40,6.40,6.40,6.40,
S23,197593,8.25,8.25,8.25,8.25,
S23,209681,6.40,6.40,6.40,10.94,
S23,218871,6.40,6.40,6.40,6.40,
S23,218875,14.41,14.41,14.41,13.13,
S23,229875,23.56,23.56,23.56,21.60,
S23,247602,14.28,14.28,14.28,14.28,
S23,261953,4.13,13.77,4.13,4.13,
S23,264375,24.75,13.75,24.75,24.75,
S23,264704,12.79,12.79,12.79,11.63,
S23,180135,33.59,33.59,33.59,33.59,
S23,180137,44.09,44.09,44.09,44.09,
S23,180138,28.34,28.34,28.34,28.34,
S23,242990,25.19,25.19,25.19,25.19,
S23,254428,43.04,43.04,43.04,43.04,
S23,254429,28.34,28.34,28.34,28.34,
S23,254431,31.49,31.49,31.49,31.49,
S23,256009,27.20,27.20,26.15,26.15,
S23,256176,20.90,20.90,19.85,19.85,
S23,256462,38.84,38.84,38.84,38.84,
S23,256463,36.42,36.42,36.42,36.42,
S23,256837,28.14,28.14,27.62,27.62,
S23,196891,29.39,29.39,29.39,29.39,
S23,196897,33.59,33.59,33.59,33.59,
S23,196904,45.14,45.14,45.14,45.14,
S23,240540,18.89,18.89,18.89,18.89,
S23,240541,33.59,33.59,33.59,33.59,
S23,213942,39.89,39.89,39.89,39.89,
S23,213959,55.64,55.64,55.64,55.64,
S23,254430,16.80,16.80,16.80,16.80,
S23,261999,52.49,52.49,52.49,52.49,
S23,262001,58.79,58.79,58.79,58.79,
S23,262000,37.79,37.79,37.79,37.79,
S23,262002,21.58,21.58,21.58,21.58,
S23,262003,28.54,28.54,28.54,28.54,
S23,262004,27.78,27.78,27.78,27.78,
S23,262005,48.67,48.67,48.67,48.67,
S23,269659,25.19,25.19,25.19,25.19,
S23,269660,25.19,25.19,25.19,25.19,
S23,127632,1.73,1.73,1.68,1.68,
S23,127636,8.72,8.72,8.72,8.72,
S23,127753,13.81,13.81,13.76,13.76,
S23,127756,15.86,15.86,15.86,15.86,
S23,127759,11.13,11.13,11.03,11.92,
S23,127760,11.13,11.13,11.03,11.60,
S23,127762,42.53,42.53,41.48,40.85,
S23,127763,18.80,18.80,17.64,17.64,
S23,128871,7.46,7.46,7.46,7.46,
S23,140102,14.60,14.60,14.18,13.97,
S23,143015,35.28,35.28,35.28,35.28,
S23,153520,10.55,10.55,10.34,10.34,
S23,166673,13.55,13.55,13.55,13.55,
S23,167332,18.89,7.41,18.27,18.27,
S23,167333,26.88,10.54,26.88,26.78,
S23,170447,11.97,11.97,11.66,11.24,
S23,170462,12.18,12.18,11.66,11.66,
S23,179847,8.64,8.64,8.64,8.64,
S23,186047,33.59,33.59,33.59,33.59,
S23,186081,11.13,11.13,11.13,11.13,
S23,187674,35.69,35.69,35.69,35.69,
S23,187678,46.19,46.19,46.19,46.19,
S23,191079,16.28,6.78,16.28,16.28,
S23,197199,35.69,35.69,35.69,35.69,
S23,228904,31.49,31.49,31.49,31.49,
S23,228907,18.89,18.89,18.89,18.89,
S23,228908,18.89,18.89,18.89,18.89,
S23,228910,45.14,45.14,45.14,45.14,
