product_id,barcode,name,brand,category,unit,quantity
4535383,3850102005086,TORTICA ORIGINAL DUOPACK 50G (18) KRAŠ,,Hrana,KG ,50.000 GR 
4535391,3850102006724,TORTICA CRUNCHY DUOPACK 42G (15) KRAŠ,,Hrana,KG ,42.000 GR 
4536053,3850116059204,PLAZMA MIXBOX M6 678ML,,Hrana,L  ,678.000 ML 
4536100,8445290507860,NESCAFE CAPPUCINO ICED VANILIJA 105G,,Hrana,KG ,105.000 GR 
4536240,3856016906839,"U-FINI DOMAĆI KRUH 605G PP,KLARA",,Hrana,KG ,605.000 GR 
4536258,2000045362581,"FINI DOMAĆI KRUH PP 600G,KLARA",,Hrana,KG ,600.000 GR 
4536266,8606017378808,MB PARDON ŠTAPIĆI KIKIRIKI 100G (36),,Hrana,KG ,100.000 GR 
4536274,7613037245325,KITKAT CHUNKY WHITE 40G,,Hrana,KG ,40.000 GR 
4536355,8000061060410,LED SVIJEĆA 2XAA BIJELA,,Proizvodi za kućanstvo,KOM,1 KOM
4536371,8600043026061,PLAZMA PLUS ČOKO KEKS 100G,,Hrana,KG ,100.000 GR 
4536487,3858881249240,MULTIVITA EFERVETA MAGNEZIJ NARANČA 80G,,Hrana,KG ,80.000 GR 
4537203,8606017377856,MB MAX PILETINA 80G (12),,Hrana,KG ,80.000 GR 
4537548,3856015323200,ZVIJEZDA KETCHUP KIDS 500G (8),,Hrana,KG ,500.000 GR 
4537734,8445290491275,NESCAFE GOLD CLASSIC 190G,,Hrana,KG ,90.000 GR 
4538161,3856020263034,EVA SKUŠA FILET U BILJNOM ULJU 100G (30) (PAL 690) PODRAVKA,,Hrana,KG ,100.000 GR 
4538242,3856021305252,CHIO KROKI KROKET TROKI KETCHUP 110G,INTERSNACK D.O.O,Hrana,KG ,110.000 GR 
4538250,8595606209398,CHIO POPCORN 75G,INTERSNACK D.O.O,Hrana,KG ,75.000 GR 
4538269,5996253001541,CHIO ŠTAPIĆI 190G,INTERSNACK D.O.O,Hrana,KG ,190.000 GR 
4538277,3856021302770,POM-BAR SOUR CREAM 50G (14),INTERSNACK D.O.O,Hrana,KG ,50.000 GR 
4538285,3856020262174,"ČOKOLEŠNIK 450G ,PODRAVKA",,Hrana,KG ,450.000 GR 
4538420,3856024804905,KANDI WHITE MAGIC KOKOS ČOKOLADA 80G,"KANDIT, OSIJEK",Hrana,KG ,80.000 GR 
4538439,3856024804929,KANDI NOUGAT MAGIC ČOKOLADA 80G,"KANDIT, OSIJEK",Hrana,KOM,1 KOM
4538463,5060896629490,"MONSTER LEWIS H.ZERO 0,5L (12)",,Piće,L  ,500.000 ML 
4538714,3858890974706,"JUICY VITAMIN WATER IMMUNO BOOST 1,5L (6)",,Piće,L  ,1.500 L  
4538889,3856015328410,"HREN UMAK 260G ,ZVIJEZDA",,Hrana,KG ,260.000 GR 
4538897,3856015328441,"TARTAR UMAK 260G,ZVIJEZDA",,Hrana,KG ,260.000 GR 
4538900,3856015328472,"HREN 260G ,ZVIJEZDA",,Hrana,KG ,260.000 GR 
4538986,3856024803960,KANDI ROYAL MIX NUTS 220G,"KANDIT, OSIJEK",Hrana,KG ,220.000 GR 
4539338,3858891566436,MOMENTO CAPP ČOKOLADA 200G (30),,Hrana,KG ,200.000 GR 
4539362,3858892725320,"PAŠTETA TUNA 3X100G XXL,GAVRILOVIĆ",,Hrana,KG ,300.000 GR 
4539370,3858890879216,"JAMNICA 1,5LX6 PACK",,Piće,L  ,9.000 L  
4539389,8001090870926,GILL SER.PJENA ZA BRIJ. SOOTH. 200ML,PROCTER & GAMBLE,Kozmetika,L  ,200.000 ML 
4539435,3858891569208,DESERTIA ČOKOLADA SA LJEŠNJACIMA 75G (25),,Hrana,KG ,75.000 GR 
4540360,80883586,TIC TAC CITRUS MIX 18G,,Hrana,KG ,18.000 GR 
4542940,3856015322180,"MAJONEZA PRŽENI LUK 85G,ZVIJEZDA",,Hrana,KG ,85.000 GR 
4542959,3858891566443,MOMENTO CAPPUCINO VANILIJA 200G (30),,Hrana,KG ,200.000 GR 
4543211,3870128026056,"VIOLETA OMEKŠIVAČ SENSITIVE 0,9L",,Sredstva za čišćenje,L  ,0.900 L  
4543912,3858894590001,KUHARELA PASIRANA RAJČICA 500ML (12) (PAL 1440),,Hrana,L  ,500.000 ML 
4545192,5449000056245,"CAPPY ZERO LEMONADE PINK 0,4L (12)",,Piće,L  ,0.400 L  
4545362,3858890879827,"SENSATION LUBENICA LIMETA 1,5L",,Piće,L  ,1.500 L  
4545370,3859892222185,"STAROČEŠKO PIVO 0,5L LIMENKA (24)",,Piće,L  ,0.500 L  
4546318,8008857300887,CHIFFERI RIGATI REGGIA 500G (MALI PUŽIĆI)(24),,Hrana,KG ,500.000 GR 
4546350,8001860190520,RIŽA SCOTTI ORO PARBOILED 1 KG,,Hrana,KG ,1.000 KG 
4546407,40099569,AIRWAVES GINGER LIME 14G,,Hrana,KG ,14.000 GR 
4546539,8594404005409,"PIVO PILSNER URQUELL 4X0,5L LIM",,Piće,L  ,0.500 L  
4547527,3850108037654,EUFORIJA CRISPY NUGAT 150G,,Hrana,KG ,150.000 GR 
4547667,3838700368482,ZP ZLATNI PREPEČENEC PUNO ZRNO 330G (10) PODRAVKA,,Hrana,KG ,330.000 GR 
4548183,8690579140591,BARILLA FUSSILI 500G (9),,Hrana,KG ,500.000 GR 
4548191,8690579140614,BARILLA PENNE RIGATE 500G (9),,Hrana,KG ,500.000 GR 
4548396,9005800354545,NIVEA LOSION INTIMO MILD COMFORT 250ML,BEIERSDORF,Toaletne potrepštine,L  ,250.000 ML 
4548817,3858894590254,"VITEA NEGAZ. VODA 1,5L (6)",,Piće,L  ,1.500 L  
4549953,8000500394694,"KINDER BUENO WHITE 97,5G",,Hrana,KG ,97.500 GR 
4549961,8000500389652,KINDER HAPPY MOMENTS 161G,,Hrana,KG ,161.000 GR 
4550420,3858890974089,"JUICY VITAMIN WATER OPTIMIST 0,5L",,Piće,L  ,0.500 L  
4550439,3831070659969,"CALENDULA HRANJIVA KREMA 50ML,AFRODITA",,Kozmetika,L  ,50.000 ML 
4551486,3856015328625,"OMEGOL B1 NAMAZ 225G (12) ,ZVIJEZDA",,Hrana,KG ,225.000 GR 
4551761,3858890974119,"JUICY VITAMIN WATER OPTIMIST 1,5L",,Piće,L  ,1.500 L  
4551850,3858890974164,"JUICY KIDS JAGODA-KIWI 0,33L",,Piće,L  ,0.330 L  
4552326,3858889366208,POP KOKICE ZA MIKR.SIR 80G,,Hrana,KG ,80.000 GR 
4552334,3858889366222,POP KOKICE SLANE 3X80G,,Hrana,KG ,240.000 GR 
4552342,3858889366192,POP KOKICE SLANE 80G,,Hrana,KG ,80.000 GR 
4552350,3858889366215,POP KOKICE MASLAC 80G,,Hrana,KG ,80.000 GR 
4552369,3858889366239,POP KOKICE MASLAC 3X80G,,Hrana,KG ,240.000 GR 
4552385,8693029204782,"TRUFFLE MIX 1KG (6), MELI TEHNOLOGIJE",,Hrana,KG ,1.000 KG 
4552393,3857500096364,"SWEET BEAR 1KG (8), MELI TEHNOLOGIJE",,Hrana,KG ,1.000 KG 
4552750,3858881791237,"SODA BIKARBONA 500G ,HOD",,Hrana,KG ,500.000 GR 
4552849,6961212005570,SET GUMICA ZA DOMAĆINSTVO 30KOM,,Proizvodi za kućanstvo,KOM,1 KOM
4552857,5449000059185,"CAPPY ZERO 1,25L PET STRBY",,Piće,L  ,1.250 L  
4555414,3858886804192,"ARABESCA CLASSIC 3U1 16,5G",,Hrana,KG ,16.500 GR 
4556348,3850108078220,"VINDI DISNEY NEKT.NARANČA 0,2L",,Piće,L  ,0.200 L  
4556364,3850108022971,"Z BREGOV DISNEY ČOK.MLIJEKO 0,2L",,Hrana,L  ,0.200 L  
4556526,3850159141911,CEKIN KIDS PILEĆI DINOSI 600G,VINDIJA - CEKIN,Hrana,KG ,600.000 GR 
4556534,3850159141928,CEKIN KIDS PILEĆA ŠKOLICA 600G,VINDIJA - CEKIN,Hrana,KG ,600.000 GR 
4556542,3850159141935,CEKIN KIDS PILEĆI POPSIĆI 500G,VINDIJA - CEKIN,Hrana,KG ,500.000 GR 
4556941,5200701003330,RL MALLOW BURGER 50G,,Hrana,KG ,50.000 GR 
4556968,8435124854208,CT LIZALICA PRST 40G,,Hrana,KG ,38.000 GR 
4556976,8435124856493,"CT LIZALICA SKOOL 10,5G",,Hrana,KOM,1 KOM
4557042,8690504087298,UB KEKS ML.KREMA 90G,,Hrana,KG ,90.000 GR 
4557050,8690504083986,UB SENDVIČ KEKS KAKAO 87G,,Hrana,KG ,87.000 GR 
4557085,8690504119272,UB TART ČOKOLADA 100G,,Hrana,KG ,100.000 GR 
4557093,5000396053821,UB TART LIMUN 100G,,Hrana,KG ,100.000 GR 
4557107,5904637004941,MA PRALINE NUT DREAM 160G,,Hrana,KG ,160.000 GR 
4557123,8590014839311,HS SMOOTHIE JAGODA 200G,,Hrana,KG ,200.000 GR 
4557352,8003340807751,LINDOR CORNET MILK 137G,,Hrana,KG ,137.000 GR 
4557484,3858894590223,ULTRA TUNA KOMADI U SOJINOM ULJU 185G/130G (48),,Hrana,KG ,130.000 GR 
4557590,5904637000820,MA PRALINE PETITI FLOWER 80G,,Hrana,KG ,80.000 GR 
4558502,3850111505645,SUPER JON STAKLO ALOA I EUKALIPTUS 650 ML,"LABUD, ZAGREB",Sredstva za čišćenje,L  ,650.000 ML 
4558545,3858894590315,FRUITY DAYS KOMPOT VIŠNJA 680G/350G (8) (768 PAL),,Hrana,KG ,350.000 GR 
